schedule_id,scheduled_run_index,phase_run_index,phase,attempt_round,block_id,block_position,case_id,action_id,action_type,planned_planner_decision_id,planned_execution_attempt_id,assignment_status,machine_id,cache_state,executor_id,execution_date,environment_id,initial_state_id
project05-operational-cost-minimum-coverage-schedule-v0.3,127,70,development,3,development-round-03,8,C06,C06-AA-004,query_host_subgraph,decision--C06--C06-AA-004--r03,attempt--C06--C06-AA-004--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,128,71,development,3,development-round-03,9,C08,C08-AA-001,extend_log_window,decision--C08--C08-AA-001--r03,attempt--C08--C08-AA-001--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,129,72,development,3,development-round-03,10,C08,C08-AA-003,query_host_subgraph,decision--C08--C08-AA-003--r03,attempt--C08--C08-AA-003--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,130,73,development,3,development-round-03,11,C05,C05-AA-001,recover_network_summary,decision--C05--C05-AA-001--r03,attempt--C05--C05-AA-001--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,131,74,development,3,development-round-03,12,C05,C05-AA-003,ttp_local_probe,decision--C05--C05-AA-003--r03,attempt--C05--C05-AA-003--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,132,75,development,3,development-round-03,13,C09,C09-AA-003,query_host_subgraph,decision--C09--C09-AA-003--r03,attempt--C09--C09-AA-003--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,133,76,development,3,development-round-03,14,C07,C07-AA-006,human_review,decision--C07--C07-AA-006--r03,attempt--C07--C07-AA-006--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,134,77,development,3,development-round-03,15,C08,C08-AA-005,query_host_subgraph,decision--C08--C08-AA-005--r03,attempt--C08--C08-AA-005--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,135,78,development,3,development-round-03,16,C07,C07-AA-005,query_host_subgraph,decision--C07--C07-AA-005--r03,attempt--C07--C07-AA-005--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,136,79,development,3,development-round-03,17,C08,C08-AA-002,query_host_subgraph,decision--C08--C08-AA-002--r03,attempt--C08--C08-AA-002--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,137,80,development,3,development-round-03,18,C09,C09-AA-001,recover_network_summary,decision--C09--C09-AA-001--r03,attempt--C09--C09-AA-001--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,138,81,development,3,development-round-03,19,C08,C08-AA-004,extend_log_window,decision--C08--C08-AA-004--r03,attempt--C08--C08-AA-004--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,139,82,development,3,development-round-03,20,C07,C07-AA-002,query_host_subgraph,decision--C07--C07-AA-002--r03,attempt--C07--C07-AA-002--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,140,83,development,3,development-round-03,21,C06,C06-AA-005,query_host_subgraph,decision--C06--C06-AA-005--r03,attempt--C06--C06-AA-005--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,141,84,development,3,development-round-03,22,C07,C07-AA-003,ttp_local_probe,decision--C07--C07-AA-003--r03,attempt--C07--C07-AA-003--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,142,85,development,3,development-round-03,23,C07,C07-AA-004,query_host_subgraph,decision--C07--C07-AA-004--r03,attempt--C07--C07-AA-004--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,143,86,development,3,development-round-03,24,C06,C06-AA-001,recover_network_summary,decision--C06--C06-AA-001--r03,attempt--C06--C06-AA-001--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,144,87,development,3,development-round-03,25,C04,C04-AA-005,human_review,decision--C04--C04-AA-005--r03,attempt--C04--C04-AA-005--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,145,88,development,3,development-round-03,26,C07,C07-AA-001,recover_network_summary,decision--C07--C07-AA-001--r03,attempt--C07--C07-AA-001--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,146,89,development,3,development-round-03,27,C05,C05-AA-005,human_review,decision--C05--C05-AA-005--r03,attempt--C05--C05-AA-005--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,147,90,development,3,development-round-03,28,C05,C05-AA-002,query_host_subgraph,decision--C05--C05-AA-002--r03,attempt--C05--C05-AA-002--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,148,91,development,3,development-round-03,29,C05,C05-AA-004,query_host_subgraph,decision--C05--C05-AA-004--r03,attempt--C05--C05-AA-004--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,149,92,development,3,development-round-03,30,C04,C04-AA-001,recover_network_summary,decision--C04--C04-AA-001--r03,attempt--C04--C04-AA-001--r03,unassigned,,,,,,
project05-operational-cost-minimum-coverage-schedule-v0.3,150,93,development,3,development-round-03,31,C06,C06-AA-006,human_review,decision--C06--C06-AA-006--r03,attempt--C06--C06-AA-006--r03,unassigned,,,,,,
