"title","year","doi","openalex","cited_by_count","query_hits","matched_queries"
"Entity and relation extractions for threat intelligence knowledge graphs","2024","https://doi.org/10.1016/j.cose.2024.104120","https://openalex.org/W4402644087","30","1","large language model cyber threat intelligence knowledge graph"
"Exploring the frontiers of LLMs in psychological applications: a comprehensive review","2025","https://doi.org/10.1007/s10462-025-11297-5","https://openalex.org/W4412354832","30","1","LLM grounded cyber threat intelligence source attribution"
"Challenges and Opportunities for Ocean Data to Advance Conservation and Management","2021","https://doi.org/10.15868/socialsector.43891","https://openalex.org/W4400451198","30","1","cyber investigation planner provenance graph evidence acquisition cost"
"Generative AI: a double-edged sword in the cyber threat landscape","2025","https://doi.org/10.1007/s10462-025-11285-9","https://openalex.org/W4411889381","29","1","LLM grounded cyber threat intelligence source attribution"
"Use of LLMs for Illicit Purposes: Threats, Prevention Measures, and Vulnerabilities","2023","https://doi.org/10.48550/arxiv.2308.12833","https://openalex.org/W4386185470","29","1","LLM grounded cyber threat intelligence source attribution"
"The Importance of AI Data Governance in Large Language Models","2025","https://doi.org/10.3390/bdcc9060147","https://openalex.org/W4410823183","28","1","large language model provenance graph cybersecurity"
"Toward Robust Security Orchestration and Automated Response in Security Operations Centers with a Hyper-Automation Approach Using Agentic Artificial Intelligence","2025","https://doi.org/10.3390/info16050365","https://openalex.org/W4409965657","27","1","LLM telemetry knowledge graph cybersecurity"
"LLM-Based Agents for Tool Learning: A Survey","2025","https://doi.org/10.1007/s41019-025-00296-9","https://openalex.org/W4411700982","27","1","LLM security log parsing semantic normalization"
"Collecting, Processing and Secondary Using Personal and (Pseudo)Anonymized Data in Smart Cities","2023","https://doi.org/10.3390/app13063830","https://openalex.org/W4327730108","27","1","cyber investigation planner provenance graph evidence acquisition cost"
"A Review of Large Language Models for Energy Systems: Applications, Challenges, and Future Prospects","2025","https://doi.org/10.1109/access.2025.3610994","https://openalex.org/W4414270483","24","1","large language model provenance graph cybersecurity"
"Early Detection of Cybersecurity Threats Using Collaborative Cognition","2018","https://doi.org/10.13016/m2gl8p-ccyt","https://openalex.org/W2892748737","23","1","large language model provenance graph cybersecurity"
"Recommender Systems in Cybersecurity","2023","https://doi.org/10.1007/s10115-023-01906-6","https://openalex.org/W4379469144","23","1","large language model provenance graph cybersecurity"
"Statistics and Data Science for Cybersecurity","2023","https://doi.org/10.1162/99608f92.a42024d0","https://openalex.org/W4318194841","22","1","large language model provenance graph cybersecurity"
"IoT, AI, and Digital Twins in Smart Cities: A Systematic Review for a Thematic Mapping and Research Agenda","2025","https://doi.org/10.3390/smartcities8050175","https://openalex.org/W4415267394","22","1","cyber investigation planner provenance graph evidence acquisition cost"
"PromSec: Prompt Optimization for Secure Generation of Functional Source Code with Large Language Models (LLMs)","2024","https://doi.org/10.1145/3658644.3690298","https://openalex.org/W4403747722","21","1","LLM security log parsing semantic normalization"
"Understanding User Behavior for Enhancing Cybersecurity Training with Immersive Gamified Platforms","2024","https://doi.org/10.3390/info15120814","https://openalex.org/W4405530432","19","1","LLM telemetry knowledge graph cybersecurity"
"Data Authenticity, Consent, and Provenance for AI Are All Broken: What Will It Take to Fix Them?","2024","https://doi.org/10.21428/e4baedd9.a650f77d","https://openalex.org/W4393229390","19","1","LLM provenance graph construction from logs"
"Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment","2025","https://doi.org/10.12688/f1000research.169927.1","https://openalex.org/W4414133540","18","1","LLM threat hunting provenance graph action planning"
"Natural Language Processing for Cybersecurity: Automating Threat Report Analysis","2022","https://doi.org/10.54660/.ijmrge.2022.3.4.708-723","https://openalex.org/W4414100646","17","1","large language model provenance graph cybersecurity"
"An Integrated Framework for AI and Predictive Analytics in Supply Chain Management","2024","https://doi.org/10.32628/ijsrssh243671","https://openalex.org/W4416151835","17","1","cyber investigation planner provenance graph evidence acquisition cost"
"PenHeal: A Two-Stage LLM Framework for Automated Pentesting and Optimal Remediation","2023","https://doi.org/10.1145/3689933.3690831","https://openalex.org/W4404130344","16","1","LLM security log parsing semantic normalization"
"AI-Powered Building Ecosystems: A Narrative Mapping Review on the Integration of Digital Twins and LLMs for Proactive Comfort, IEQ, and Energy Management","2025","https://doi.org/10.3390/s25175265","https://openalex.org/W4413506108","16","1","LLM telemetry knowledge graph cybersecurity"
"A Cybersecurity Model for a Roblox-based Metaverse Architecture Framework","2022","https://doi.org/10.37745/bjmas.2022.0048","https://openalex.org/W4311529511","15","1","large language model provenance graph cybersecurity"
"Demonstration-Free: Towards More Practical Log Parsing with Large Language Models","2024","https://doi.org/10.1145/3691620.3694994","https://openalex.org/W4403519963","15","1","LLM security log parsing semantic normalization"
"ForestGPT and Beyond: A Trustworthy Domain-Specific Large Language Model Paving the Way to Forestry 5.0","2025","https://doi.org/10.3390/electronics14183583","https://openalex.org/W4414098962","14","1","cyber investigation planner provenance graph evidence acquisition cost"
"Cyber threats in mobile healthcare applications: systematic review of enabling technologies, threat models, detection approaches, and future directions","2025","https://doi.org/10.1007/s10791-025-09686-z","https://openalex.org/W4413074117","14","1","LLM threat hunting provenance graph action planning"
"Risk Taxonomy, Mitigation, and Assessment Benchmarks of Large Language Model Systems","2024","https://doi.org/10.48550/arxiv.2401.05778","https://openalex.org/W4390833320","13","1","LLM APT provenance graph"
"A Survey on Detection of LLMs-Generated Content","2024","https://doi.org/10.18653/v1/2024.findings-emnlp.572","https://openalex.org/W4404781930","13","1","LLM provenance graph construction from logs"
"Data Quality in the Age of AI: A Review of Governance, Ethics, and the FAIR Principles","2025","https://doi.org/10.3390/data10120201","https://openalex.org/W4416994879","12","1","cyber investigation planner provenance graph evidence acquisition cost"
"Artificial intelligence for secure and sustainable industrial control systems - A Survey of challenges and solutions","2025","https://doi.org/10.1007/s10462-025-11320-9","https://openalex.org/W4413392231","12","1","LLM threat hunting provenance graph action planning"
"Leveraging Large Language Models for Scalable and Explainable Cybersecurity Log Analysis","2025","https://doi.org/10.3390/jcp5030055","https://openalex.org/W4413222984","12","1","LLM security log parsing semantic normalization"
"When LLMs Meet Cybersecurity: A Systematic Literature Review","2024","https://doi.org/10.48550/arxiv.2405.03644","https://openalex.org/W4396786650","11","1","SEVENLLM cyber threat intelligence"
"On the Societal Impact of Open Foundation Models","2024","https://doi.org/10.48550/arxiv.2403.07918","https://openalex.org/W4392822106","11","1","LLM threat hunting provenance graph action planning"
"HEAL-KGGen: A Hierarchical Multi-Agent LLM Framework with Knowledge Graph Enhancement for Genetic Biomarker-Based Medical Diagnosis","2025","https://doi.org/10.1101/2025.06.03.657521","https://openalex.org/W4411122443","11","1","LLM provenance graph construction from logs"
"Can LLM-generated misinformation be detected: A study on Cyber Threat Intelligence","2025","https://doi.org/10.1016/j.future.2025.107877","https://openalex.org/W4410198389","11","1","LLM APT provenance graph"
"Integrating ETL Workflows with LLM-Augmented Data Mapping for Automated Business Intelligence Systems","2023","https://doi.org/10.38124/ijsrmt.v2i11.1078","https://openalex.org/W7117235636","11","1","LLM provenance graph construction from logs"
"Blockchain Applications in the Military Domain: A Systematic Review","2025","https://doi.org/10.3390/technologies13010023","https://openalex.org/W4406085757","11","1","cyber investigation planner provenance graph evidence acquisition cost"
"CTINexus: Automatic Cyber Threat Intelligence Knowledge Graph Construction Using Large Language Models","2025","https://doi.org/10.1109/eurosp63326.2025.00057","https://openalex.org/W4413679888","11","1","large language model cyber threat intelligence knowledge graph"
"Cybersecurity Conceptual Framework Applied to Edge Computing and Internet of Things Environments","2025","https://doi.org/10.3390/electronics14112109","https://openalex.org/W4410590102","10","1","LLM telemetry knowledge graph cybersecurity"
"Large language model powered knowledge graph construction for mental health exploration","2025","https://doi.org/10.1038/s41467-025-62781-z","https://openalex.org/W4413116754","10","1","LLM provenance graph construction from logs"
"A Comprehensive Survey on LLM‐Based Network Management and Operations","2025","https://doi.org/10.1002/nem.70029","https://openalex.org/W4415071524","10","1","LLM telemetry knowledge graph cybersecurity"
"Construction of Knowledge Graphs: State and Challenges","2023","https://doi.org/10.48550/arxiv.2302.11509","https://openalex.org/W4321650106","9","1","LLM provenance graph construction from logs"
"Jupybara: Operationalizing a Design Space for Actionable Data Analysis and Storytelling with LLMs","2025","https://doi.org/10.1145/3706598.3713913","https://openalex.org/W4409884786","9","1","LLM APT provenance graph"
"LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks","2026","https://doi.org/10.1007/s10664-025-10758-3","https://openalex.org/W4387800058","9","1","LLM threat hunting provenance graph action planning"
"Cybersecurity Analytics for the Enterprise Environment: A Systematic Literature Review","2025","https://doi.org/10.3390/electronics14112252","https://openalex.org/W4410967486","8","1","LLM telemetry knowledge graph cybersecurity"
"A Novel Approach for <scp>APT</scp> Detection Based on Ensemble Learning Model","2025","https://doi.org/10.1002/sam.70005","https://openalex.org/W4406679640","8","1","LLM APT provenance graph"
"Bridging Domains: Advances in Explainable, Automated, and Privacy-Preserving AI for Computer Science and Cybersecurity","2025","https://doi.org/10.3390/computers14090374","https://openalex.org/W4414063289","8","1","LLM threat hunting provenance graph action planning"
"AttackER: Towards Enhancing Cyber-Attack Attribution with a Named Entity Recognition Dataset","2024","https://doi.org/10.1007/978-981-96-0576-7_20","https://openalex.org/W4404725314","8","1","LLM grounded cyber threat intelligence source attribution"
"An endangered species: how LLMs threaten Wikipedia’s sustainability","2025","https://doi.org/10.1007/s00146-025-02199-9","https://openalex.org/W4407724631","7","1","LLM provenance graph construction from logs"
"Automating Cyber Threat Intelligence and Attack Chain Generation using Cyber Security Knowledge Graphs and Large Language Models","2025","https://doi.org/10.1109/icmcis64378.2025.11047951","https://openalex.org/W4411799896","7","1","large language model cyber threat intelligence knowledge graph"
"A Survey on Detection of LLMs-Generated Content","2023","https://doi.org/10.48550/arxiv.2310.15654","https://openalex.org/W4387947353","7","1","LLM provenance graph construction from logs"
"A Unified Model for Chinese Cyber Threat Intelligence Flat Entity and Nested Entity Recognition","2024","https://doi.org/10.3390/electronics13214329","https://openalex.org/W4404041258","7","1","LLM CTI entity relation extraction STIX"
"Towards Scientific Intelligence: A Survey of LLM-based Scientific Agents","2025","https://doi.org/10.48550/arxiv.2503.24047","https://openalex.org/W4417088765","6","1","LLM provenance graph construction from logs"
"CypherBench: Towards Precise Retrieval over Full-scale Modern Knowledge Graphs in the LLM Era","2025","https://doi.org/10.18653/v1/2025.acl-long.438","https://openalex.org/W4412945485","6","1","LLM provenance graph construction from logs"
"Cyber Threat Intelligence meets the Analytic Tradecraft","2024","https://doi.org/10.1145/3701299","https://openalex.org/W4403735097","6","1","LLM grounded cyber threat intelligence source attribution"
"The Role of Graph Neural Networks, Transformers, and Reinforcement Learning in Network Threat Detection: A Systematic Literature Review","2025","https://doi.org/10.3390/electronics14214163","https://openalex.org/W4415643629","6","1","LLM APT provenance graph"
"AT4CTIRE: Adversarial Training for Cyber Threat Intelligence Relation Extraction","2025","https://doi.org/10.3390/electronics14020324","https://openalex.org/W4406396510","6","1","LLM grounded cyber threat intelligence source attribution"
"UniCoder: Scaling Code Large Language Model via Universal Code","2024","https://doi.org/10.18653/v1/2024.acl-long.100","https://openalex.org/W4402671870","6","1","SEVENLLM cyber threat intelligence"
"Planetary computing for data-driven environmental policy-making","2023","https://doi.org/10.48550/arxiv.2303.04501","https://openalex.org/W4323715038","6","1","LLM threat hunting provenance graph action planning"
"Large Language Models for Cybersecurity Intelligence, Threat Hunting, and Decision Support","2025","https://doi.org/10.54097/7ysr5k17","https://openalex.org/W4415378952","6","1","SEVENLLM cyber threat intelligence"
"The Erosion of Cybersecurity Zero-Trust Principles Through Generative AI: A Survey on the Challenges and Future Directions","2025","https://doi.org/10.3390/jcp5040087","https://openalex.org/W4415296890","6","1","LLM telemetry knowledge graph cybersecurity"
"Machine Learning for Cybersecurity: A Survey of Applications, Adversarial Challenges, and Future Research Directions","2025","https://doi.org/10.3390/electronics14234563","https://openalex.org/W4416470703","6","1","LLM telemetry knowledge graph cybersecurity"
"Advanced Persistent Threats based on Supply Chain Vulnerabilities: Challenges, Solutions and Future Directions","2024","https://doi.org/10.36227/techrxiv.170594149.97651781/v1","https://openalex.org/W4391100545","6","1","LLM threat hunting provenance graph action planning"
"From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review","2026","https://doi.org/10.1109/access.2026.3698694","https://openalex.org/W4416982487","6","1","LLM telemetry knowledge graph cybersecurity"
"Cybersecurity of Smart Grids: Requirements, Threats, and Countermeasures","2025","https://doi.org/10.3390/en18185017","https://openalex.org/W4414385577","6","1","LLM telemetry knowledge graph cybersecurity"
"Neural Methods for Programming: A Comprehensive Survey and Future Directions","2025","https://doi.org/10.3390/app152212150","https://openalex.org/W4416404418","5","1","LLM threat hunting provenance graph action planning"
"SEvenLLM: Benchmarking, Eliciting, and Enhancing Abilities of Large Language Models in Cyber Threat Intelligence","2024","https://doi.org/10.48550/arxiv.2405.03446","https://openalex.org/W4396788086","5","1","SEVENLLM cyber threat intelligence"
"A Knowledge Extraction Framework on Cyber Threat Reports with Enhanced Security Profiles","2025","https://doi.org/10.1145/3726302.3729880","https://openalex.org/W4412396154","5","1","LLM CTI entity relation extraction STIX"
"Using LLMs as Incident Prevention Copilots in Cloud Infrastructure","2024","https://doi.org/10.63282/3050-9416.ijaibdcms-v5i4p106","https://openalex.org/W4411659426","5","1","LLM telemetry knowledge graph cybersecurity"
"TechniqueRAG: Retrieval Augmented Generation for Adversarial Technique Annotation in Cyber Threat Intelligence Text","2025","https://doi.org/10.18653/v1/2025.findings-acl.1076","https://openalex.org/W4412887902","5","1","AttackKG cyber threat intelligence knowledge graph"
"Agentic AI Workflows in Cybersecurity: Opportunities, Challenges, and Governance via the MCP Model","2025","https://doi.org/10.52783/jisem.v10i52s.10767","https://openalex.org/W4410988410","5","1","LLM telemetry knowledge graph cybersecurity"
"Detecting APT-Exploited Processes through Semantic Fusion and Interaction Prediction","2024","https://doi.org/10.32604/cmc.2023.045739","https://openalex.org/W4391410775","5","1","LLM APT provenance graph"
"Adapting cybersecurity frameworks to manage frontier AI risks: A defense-in-depth approach","2024","https://doi.org/10.48550/arxiv.2408.07933","https://openalex.org/W4406022826","5","1","LLM threat hunting provenance graph action planning"
"Multi-Agent RAG Framework for Entity Resolution: Advancing Beyond Single-LLM Approaches with Specialized Agent Coordination","2025","https://doi.org/10.3390/computers14120525","https://openalex.org/W4416998105","4","1","LLM APT provenance graph"
"Semantically-aware data discovery and placement in collaborative computing environments","2012","https://doi.org/10.31390/gradschool_dissertations.3116","https://openalex.org/W2787063047","4","1","cyber investigation planner provenance graph evidence acquisition cost"
"Industrial Digitalization: Systematic Literature Review and Bibliometric Analysis","2025","https://doi.org/10.3390/info16121080","https://openalex.org/W4417045908","4","1","cyber investigation planner provenance graph evidence acquisition cost"
"Threat Intelligence Named Entity Recognition Based on Segment-Level Information Extraction and Similar Semantic Space Construction","2025","https://doi.org/10.3390/sym17050783","https://openalex.org/W4410518371","4","1","LLM CTI entity relation extraction STIX"
"The Hitchhiker's Guide to Fused Twins: A Review of Access to Digital Twins in situ in Smart Cities","2022","https://doi.org/10.3929/ethz-b-000557717","https://openalex.org/W4282043048","4","1","cyber investigation planner provenance graph evidence acquisition cost"
"On the (In)Security of LLM App Stores","2024","https://doi.org/10.48550/arxiv.2407.08422","https://openalex.org/W4400611816","4","1","LLM security log parsing semantic normalization"
"Vyoma commerce: a blockchain-based decentralized architecture to combatfraud and enhance security and trust in Bangladesh’s e-commerce ecosystemleveraging smart contracts, supply chain transparency, and digital identity","2025","https://doi.org/10.1186/s43067-025-00245-6","https://openalex.org/W4412884333","3","1","cyber investigation planner provenance graph evidence acquisition cost"
"Bridging the AI–Energy Paradox: A Compute-Additionality Covenant for System Adequacy in Energy Transition","2025","https://doi.org/10.3390/su17219444","https://openalex.org/W4415499245","3","1","cyber investigation planner provenance graph evidence acquisition cost"
"LLM-APTDS: A high-precision advanced persistent threat detection system for imbalanced data based on large language models with strong interpretabilit","2025","https://doi.org/10.1016/j.future.2025.108315","https://openalex.org/W7115571124","3","1","LLM APT provenance graph"
"LLM-powered threat intelligence: a retrieval-augmented generation approach for cyber attack investigation","2025","https://doi.org/10.7717/peerj-cs.3371","https://openalex.org/W4416231654","3","1","LLM grounded cyber threat intelligence source attribution"
"AttacKG+:Boosting Attack Knowledge Graph Construction with Large Language Models","2024","https://doi.org/10.48550/arxiv.2405.04753","https://openalex.org/W4396816307","3","1","LLM CTI entity relation extraction STIX"
"Simulation-powered cybersecurity: real-time risk assessment via non-intrusive security twin","2026","https://doi.org/10.1007/s11227-026-08454-0","https://openalex.org/W7146978458","3","1","LLM telemetry knowledge graph cybersecurity"
"Explainable AI based dynamic cybersecurity risk management for cyber insurability","2026","https://doi.org/10.1007/s10207-025-01189-8","https://openalex.org/W7125422311","3","1","LLM telemetry knowledge graph cybersecurity"
"Cyberattack event and arguments extraction based on feature interaction and few-shot learning","2025","https://doi.org/10.1038/s41598-025-15138-x","https://openalex.org/W4413801179","3","1","LLM CTI entity relation extraction STIX"
"OCR-APT: Reconstructing APT Stories from Audit Logs using Subgraph Anomaly Detection and LLMs","2025","https://doi.org/10.1145/3719027.3765219","https://openalex.org/W4416549364","3","1","LLM APT provenance graph"
"Categorização de Incidentes de Segurança utilizando Engenharia de Prompts em LLMs","2025","https://doi.org/10.5753/sbseg.2025.11399","https://openalex.org/W4414126011","2","1","SEVENLLM cyber threat intelligence"
"Evaluating Large Language Models with Enterprise Benchmarks","2025","https://doi.org/10.18653/v1/2025.naacl-industry.40","https://openalex.org/W4411119660","2","1","SEVENLLM cyber threat intelligence"
"Future Cyber-security Demands in Modern Agriculture","2020","https://doi.org/10.5281/zenodo.4633653","https://openalex.org/W3097333205","2","1","cyber investigation planner provenance graph evidence acquisition cost"
"Benchmarking Multimodal Retrieval Augmented Generation with Dynamic VQA Dataset and Self-adaptive Planning Agent","2024","https://doi.org/10.48550/arxiv.2411.02937","https://openalex.org/W4404354192","2","1","SEVENLLM cyber threat intelligence"
"Agentic Generative AI for Automation of Cyber Security Attack Chains in Tactical MANETs","2025","https://doi.org/10.1109/lcn65610.2025.11146384","https://openalex.org/W4414197409","2","1","LLM telemetry knowledge graph cybersecurity"
"Forewarned is Forearmed: A Survey on Large Language Model-based Agents in Autonomous Cyberattacks","2025","https://doi.org/10.48550/arxiv.2505.12786","https://openalex.org/W4414580533","2","1","SEVENLLM cyber threat intelligence"
"Enhancing soil science research with multi-agent artificial intelligence systems","2026","https://doi.org/10.3389/fsci.2026.1721295","https://openalex.org/W7161986360","2","1","cyber investigation planner provenance graph evidence acquisition cost"
"Redefining Cyber Threat Intelligence with Artificial Intelligence: From Data Processing to Predictive Insights and Human–AI Collaboration","2026","https://doi.org/10.3390/app16031668","https://openalex.org/W7128164726","2","1","LLM CTI entity relation extraction STIX"
"SHIELD: APT Detection and Intelligent Explanation Using LLM","2025","https://doi.org/10.48550/arxiv.2502.02342","https://openalex.org/W4407186288","1","1","LLM APT provenance graph"
"SC-LKM: A Semantic Chunking and Large Language Model-based Cybersecurity Knowledge Graph Construction Method","2025","https://doi.org/10.21203/rs.3.rs-6359222/v1","https://openalex.org/W4410311259","1","1","AttackKG cyber threat intelligence knowledge graph"
"Data-Driven Performance Improvement Model for Strengthening Business Operations Across Large Organizations","2025","https://doi.org/10.62225/2583049x.2025.5.6.6115","https://openalex.org/W7154840811","1","1","cyber investigation planner provenance graph evidence acquisition cost"
"Integrating digital twins and decision support systems for predictive risk management in urban renewal","2026","https://doi.org/10.1080/27525783.2025.2612464","https://openalex.org/W7124827698","1","1","cyber investigation planner provenance graph evidence acquisition cost"
"Enterprise Benchmarks for Large Language Model Evaluation","2024","https://doi.org/10.48550/arxiv.2410.12857","https://openalex.org/W4403578754","1","1","SEVENLLM cyber threat intelligence"
"Generative AI and LLM applications in renewable energy and smart grids: a systematic review for the sustainable energy transition","2026","https://doi.org/10.1007/s10462-026-11545-2","https://openalex.org/W7151487234","1","1","cyber investigation planner provenance graph evidence acquisition cost"
"Digital Twins Across the Asset Lifecycle: Technical, Organisational, Economic, and Regulatory Challenges","2026","https://doi.org/10.3390/buildings16051084","https://openalex.org/W7134264654","1","1","cyber investigation planner provenance graph evidence acquisition cost"
"Utilising large language models for automated real-time cyber threat analysis","2025","https://doi.org/10.62660/bcstu/1.2025.48","https://openalex.org/W4414746456","1","1","LLM threat hunting provenance graph action planning"
"Large Language Models (LLMs) for Log Parsing and Documentation","2025","https://doi.org/10.37082/ijirmps.v13.i1.232046","https://openalex.org/W4407997019","1","1","LLM security log parsing semantic normalization"
"Analysing the role of LLMs in cybersecurity incident management","2025","https://doi.org/10.1007/s10207-025-01144-7","https://openalex.org/W4415688741","1","1","LLM telemetry knowledge graph cybersecurity"
"From Sands to Mansions: Towards Automated Cyberattack Emulation with Classical Planning and Large Language Models","2024","https://doi.org/10.48550/arxiv.2407.16928","https://openalex.org/W4406048010","1","1","LLM threat hunting provenance graph action planning"
"AC_MAPPER: a robust approach to ATT&amp;CK technique classification using input augmentation and class rebalancing","2025","https://doi.org/10.1007/s10207-025-01146-5","https://openalex.org/W4415997304","1","1","LLM CTI entity relation extraction STIX"
"CTINexus: Automatic Cyber Threat Intelligence Knowledge Graph Construction Using Large Language Models","2024","https://doi.org/10.48550/arxiv.2410.21060","https://openalex.org/W4404318055","1","1","LLM CTI entity relation extraction STIX"
"Joint Extraction of Cyber Threat Intelligence Entity Relationships Based on a Parallel Ensemble Prediction Model","2025","https://doi.org/10.3390/s25165193","https://openalex.org/W4413375997","1","1","LLM CTI entity relation extraction STIX"
"UAVThreatBench: A UAV Cybersecurity Risk Assessment Dataset and Empirical Benchmarking of LLMs for Threat Identification","2025","https://doi.org/10.3390/drones9090657","https://openalex.org/W4414326197","1","1","LLM telemetry knowledge graph cybersecurity"
"Position Papers for the ASCR Workshop on Cybersecurity and Privacy for Scientific Computing Ecosystems","2021","https://doi.org/10.2172/1843573","https://openalex.org/W4211206773","1","1","cyber investigation planner provenance graph evidence acquisition cost"
"APT-LLM: Embedding-Based Anomaly Detection of Cyber Advanced Persistent Threats Using Large Language Models","2025","https://doi.org/10.48550/arxiv.2502.09385","https://openalex.org/W4407583558","1","1","LLM APT provenance graph"
"From Observations to Insights: Constructing Effective Cyberattack Provenance with PROVCON","2025","https://doi.org/10.14722/wosoc.2025.23008","https://openalex.org/W4413184568","1","1","LLM APT provenance graph"
"APT Attribution Using Heterogeneous Graph Neural Networks with Contextual Threat Intelligence","2025","https://doi.org/10.3390/electronics14234597","https://openalex.org/W4416594641","1","1","LLM APT provenance graph"
"Stronger, Cheaper and Demonstration-Free Log Parsing with LLMs","2024","https://doi.org/10.48550/arxiv.2406.06156","https://openalex.org/W4399554120","1","1","LLM security log parsing semantic normalization"
"CyberThreat-Eval: Can Large Language Models Automate Real-World Threat Research?","2026",,"https://openalex.org/W7134992520","0","1","SEVENLLM cyber threat intelligence"
"LISAA: A Framework for Large Language Model Information Security Awareness Assessment","2024","https://doi.org/10.48550/arxiv.2411.13207","https://openalex.org/W4404649015","0","1","SEVENLLM cyber threat intelligence"
"AttackSeqBench: Benchmarking the Capabilities of LLMs for Attack Sequences Understanding","2025","https://doi.org/10.48550/arxiv.2503.03170","https://openalex.org/W4416371364","0","1","SEVENLLM cyber threat intelligence"
"LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity","2026","https://doi.org/10.1007/s10462-026-11563-0","https://openalex.org/W7160700413","0","1","AttackKG cyber threat intelligence knowledge graph"
"ThreatPilot: Attack-Driven Threat Intelligence Extraction","2024","https://doi.org/10.48550/arxiv.2412.10872","https://openalex.org/W4405468677","0","1","AttackKG cyber threat intelligence knowledge graph"
"The Digital Cybersecurity Expert: How Far Have We Come?","2025","https://doi.org/10.48550/arxiv.2504.11783","https://openalex.org/W4416541308","0","1","SEVENLLM cyber threat intelligence"
"Large Language Models for Security Operations Centers: A Comprehensive Survey","2026","https://doi.org/10.1155/jece/3383674","https://openalex.org/W4415250047","0","1","SEVENLLM cyber threat intelligence"
"TIRE: Advancing Threat Intelligence Relation Extraction with a Novel Data-Centric Framework","2025","https://doi.org/10.36227/techrxiv.175606969.96683635/v1","https://openalex.org/W4413491604","0","1","LLM CTI entity relation extraction STIX"
"Auto Threat AI: An Agentic and Explainable Framework for Automated Cyber Threat Intelligence Extraction","2026","https://doi.org/10.22214/ijraset.2026.84088","https://openalex.org/W7167424148","0","1","LLM threat hunting provenance graph action planning"
"Scaling threat hunting in an enterprise container environment through a system of systems approach with Kestrel-as-a-Service","2026","https://doi.org/10.25675/3.027218","https://openalex.org/W7163898388","0","1","LLM threat hunting provenance graph action planning"
"LLM-Driven APT Analysis and Detection Based on Provenance Graph by Threat Pattern","2025","https://doi.org/10.1109/trustcom66490.2025.00064","https://openalex.org/W7127126533","0","1","LLM APT provenance graph"
"SherAgent: Scaling Attack Investigation in the Wild via LLM-Empowered Iterative Query-Filter Backtracking","2026",,"https://openalex.org/W7168328441","0","1","LLM threat hunting provenance graph action planning"
"Multilingual Cyber Threat Intelligence Feeds Preprocessing for Threat Intelligence Event Extraction: A Systematic Literature Review","2025","https://doi.org/10.33640/2405-609x.3421","https://openalex.org/W4412672615","0","1","SEVENLLM cyber threat intelligence"
"Elevating Cyber Threat Intelligence against disinformation campaigns with LLM-based concept extraction and the FakeCTI dataset","2025","https://doi.org/10.1016/j.jss.2025.112660","https://openalex.org/W4415247789","0","1","LLM CTI entity relation extraction STIX"
"STIXAgent&amp;#8212;A Multi-Agent Framework for Standardized Management of Cyber Threat Intelligence (CTI) Reports","2025","https://doi.org/10.4236/jis.2025.164028","https://openalex.org/W4415606510","0","1","LLM CTI entity relation extraction STIX"
"AthenaBench: A Dynamic Benchmark for Evaluating LLMs in Cyber Threat Intelligence","2025","https://doi.org/10.48550/arxiv.2511.01144","https://openalex.org/W4416435156","0","1","SEVENLLM cyber threat intelligence"
"Automated Validation and Repair of Knowledge Graph Triples for Cyber Threat Intelligence","2026","https://doi.org/10.1109/icaic67076.2026.11395840","https://openalex.org/W7131117683","0","1","LLM CTI entity relation extraction STIX"
