case_id,mask_strategy,mask_intensity,seed,planner,reached_target,cost_to_target,steps_to_target,actions_taken,budget_used,cost_regret_vs_oracle,oracle_top1_action_hit,premature_stop,ceiling_violation,action_cost_model_family,action_reachability_model_family,action_value_model_family,budget_total,correct_degrade_stop,correct_stop,correct_target_stop,dominance_substitution_count,evaluation_partition,explicit_stop,final_critical_gap_count,final_edge_coverage,final_granularity,final_node_coverage,initial_direct_over_attribution,initial_granularity,initial_hidden_claims,justified_degrade_stop,m3star_myopic_safety_shield,m3star_requested_horizon,m3star_stochastic_dominance_shield,m3star_uses_action_value,max_explicit_outcomes,max_outcome_nodes,myopic_safety_shield,oracle_cost_to_target,oracle_top1_action_id,overlap_waste_cost,recovered_claims,runtime_contract_id,runtime_contract_sha256,runtime_contract_version,steps_taken,stochastic_dominance_shield,support_ceiling,target_granularity,transition_model_family,zero_yield_actions
C08-darpa-e5-clearscope-0515,stage,0.4,41,project05_m3star_h3_transition_only,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,1,0,,8,1,2.0,C08-AA-001,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,41,project05_m3star_h1_dual,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,1,1,1,,8,1,2.0,C08-AA-001,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,41,project05_xgboost_policy,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-001,0.1,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.4,41,project05_m3b_policy,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-001,0.1,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.4,41,project05_m2,1,2.0,2,C08-AA-001|C08-AA-003,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-001,0.0,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.4,41,oracle_optimal,1,2.0,2,C08-AA-001|C08-AA-003,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-001,0.0,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m3star_h3_dual,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,1,1,,8,1,2.0,C08-AA-002,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m3star_h3_no_dominance_dual,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,0,1,,8,1,2.0,C08-AA-002,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m3star_h3_unshielded_dual,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,0,3,1,1,,8,0,2.0,C08-AA-002,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m3star_h3_transition_only,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,3,1,0,,8,1,2.0,C08-AA-002,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m3star_h1_dual,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,1,1,1,1,,8,1,2.0,C08-AA-002,0.1,2,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,2,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_xgboost_policy,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-002,0.1,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m3b_policy,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-002,0.1,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.4,53,project05_m2,1,3.0,3,C08-AA-001|C08-AA-002|C08-AA-003,3.0,1.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-002,0.3222,2,,,,3,,G3_campaign,G3_campaign,,1
C08-darpa-e5-clearscope-0515,stage,0.4,53,oracle_optimal,1,2.0,2,C08-AA-002|C08-AA-003,2.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G1_technique,2,0,,,,,,,,2.0,C08-AA-002,0.1,2,,,,2,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m3star_h3_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m3star_h3_no_dominance_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,0,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m3star_h3_unshielded_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,0,3,1,1,,8,0,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m3star_h3_transition_only,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,0,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m3star_h1_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,1,1,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_xgboost_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m3b_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,project05_m2,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,11,oracle_optimal,1,3.0,3,C08-AA-001|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.25,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m3star_h3_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m3star_h3_no_dominance_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,0,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m3star_h3_unshielded_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,0,3,1,1,,8,0,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m3star_h3_transition_only,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,0,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m3star_h1_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,1,1,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_xgboost_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m3b_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,project05_m2,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,23,oracle_optimal,1,3.0,3,C08-AA-001|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.25,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m3star_h3_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,1,,8,1,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m3star_h3_no_dominance_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,0,1,,8,1,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m3star_h3_unshielded_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,0,3,1,1,,8,0,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m3star_h3_transition_only,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,0,,8,1,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m3star_h1_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,1,1,1,,8,1,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_xgboost_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-002,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m3b_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-002,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,project05_m2,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-002,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,37,oracle_optimal,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-002,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m3star_h3_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m3star_h3_no_dominance_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,0,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m3star_h3_unshielded_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,0,3,1,1,,8,0,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m3star_h3_transition_only,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,none,none,none,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,0,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m3star_h1_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,1,1,1,,8,1,3.0,C08-AA-001,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_xgboost_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m3b_policy,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,project05_m2,1,3.0,3,C08-AA-002|C08-AA-003|C08-AA-004,3.0,0.0,0,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.35,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,41,oracle_optimal,1,3.0,3,C08-AA-001|C08-AA-003|C08-AA-004,3.0,0.0,1,0,0,,,,9.0,0,1,1,,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,,,,,,,,3.0,C08-AA-001,0.25,3,,,,3,,G3_campaign,G3_campaign,,0
C08-darpa-e5-clearscope-0515,stage,0.6,53,project05_m3star_h3_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,1,1,,8,1,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,1,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
C08-darpa-e5-clearscope-0515,stage,0.6,53,project05_m3star_h3_no_dominance_dual,1,3.0,3,C08-AA-004|C08-AA-002|C08-AA-003,3.0,0.0,0,0,0,m3star_graph_action_value_xgboost_v0.3,m3star_constant_binary_probability_v0.1,m3star_graph_action_value_xgboost_v0.3,9.0,0,1,1,0,development,0,0,1.0,G3_campaign,1.0,1,G0_unknown,3,0,1,3,0,1,,8,1,3.0,C08-AA-002,0.4722,3,project05-m3star-runtime-contract-v0.2,1d6aba35aea1a24726afcd8150a1a283bfe11842b59c83e2194db68b1a24c7bf,0.2.0,3,0,G3_campaign,G3_campaign,m3star_graph_transition_xgboost_v0.1,0
